coinmarketcap,currency,github,website
https://coinmarketcap.com/currencies/santiment/,santiment,https://github.com/santiment,https://santiment.net/
https://coinmarketcap.com/currencies/pinkcoin/,pinkcoin,https://github.com/PinkDev/Pink2,http://getstarted.with.pink/
https://coinmarketcap.com/currencies/mothership/,mothership,,https://mothership.cx/
https://coinmarketcap.com/currencies/rise/,rise,https://github.com/risevision,https://rise.vision/
https://coinmarketcap.com/currencies/parallelcoin/,parallelcoin,https://github.com/marcetin/parallelcoin,http://parallelcoin.info/
https://coinmarketcap.com/currencies/turbocoin/,turbocoin,,http://turboproject.org/
https://coinmarketcap.com/currencies/dalecoin/,dalecoin,,http://dalecoin.org/
https://coinmarketcap.com/currencies/exchange-union/,exchange-union,,https://www.exchangeunion.com/
https://coinmarketcap.com/currencies/moin/,moin,,https://discovermoin.com/
https://coinmarketcap.com/currencies/dnotes/,dnotes,https://github.com/DNotesCoin/DNotes/,http://dnotescoin.com/
https://coinmarketcap.com/currencies/unitus/,unitus,https://github.com/unitusdev/unitus,http://unitus.online
https://coinmarketcap.com/currencies/goldcoin/,goldcoin,https://github.com/goldcoin,http://www.gldcoin.com
https://coinmarketcap.com/currencies/gas/,gas,,https://neo.org/
https://coinmarketcap.com/currencies/digipulse/,digipulse,https://github.com/digipulseio,https://www.digipulse.io/
https://coinmarketcap.com/currencies/ox-fina/,ox-fina,https://github.com/oxfina,http://oxfina.com
https://coinmarketcap.com/currencies/fluttercoin/,fluttercoin,https://github.com/ofeefee/fluttercoin,http://www.fluttercoin.me/
https://coinmarketcap.com/currencies/red-pulse/,red-pulse,,https://www.red-pulse.com/landing
https://coinmarketcap.com/currencies/eidoo/,eidoo,,https://eidoo.io/
https://coinmarketcap.com/currencies/embers/,embers,https://github.com/theembermine,https://embermine.com/
https://coinmarketcap.com/currencies/picoin/,picoin,https://github.com/picoin/,http://picoin.club/
https://coinmarketcap.com/currencies/purevidz/,purevidz,https://github.com/purevidz/vidzcoin,http://purevidz.net/
https://coinmarketcap.com/currencies/sakuracoin/,sakuracoin,,http://sakuracoin.com/
https://coinmarketcap.com/currencies/0x/,0x,,https://0xproject.com/
https://coinmarketcap.com/currencies/cryptojacks/,cryptojacks,https://github.com/cryptojacks/CryptoJacks,http://cryptojacks.com/
https://coinmarketcap.com/currencies/sixeleven/,sixeleven,https://github.com/611project/sixeleven/releases,
https://coinmarketcap.com/currencies/bumbacoin/,bumbacoin,https://github.com/bumbacoin/bumbacoin2-source,http://bumbacoin.com/
https://coinmarketcap.com/currencies/bluecoin/,bluecoin,https://github.com/bluecoiner/bluecoin-new,http://www.bluecoin.io/
https://coinmarketcap.com/currencies/cloakcoin/,cloakcoin,,https://www.cloakcoin.com/
https://coinmarketcap.com/currencies/tagrcoin/,tagrcoin,https://github.com/tagrdev/tagrcoin,http://www.tagrcoin.com/
https://coinmarketcap.com/currencies/lazaruscoin/,lazaruscoin,,http://lazaruscoin.com/
https://coinmarketcap.com/currencies/universe/,universe,https://github.com/UniverseUNI,http://unicoin.pw/
https://coinmarketcap.com/currencies/bitcoin2x/,bitcoin2x,,http://bitcoin-2x.org/
https://coinmarketcap.com/currencies/tellurion/,tellurion,https://github.com/telluriondev/tellurion,http://www.tellurion.info/
https://coinmarketcap.com/currencies/wagerr/,wagerr,https://github.com/wagerr,https://www.wagerr.com/
https://coinmarketcap.com/currencies/cardano/,cardano,,https://www.cardanohub.org/
https://coinmarketcap.com/currencies/latoken/,latoken,https://github.com/ElKornacio/contracts-early,https://sale.latoken.com/
https://coinmarketcap.com/currencies/antibitcoin/,antibitcoin,https://github.com/antibitcoin/AntiBitcoin-source,http://anti.cash/
https://coinmarketcap.com/currencies/thecreed/,thecreed,,http://thecreed.tech/
https://coinmarketcap.com/currencies/dopecoin/,dopecoin,,http://www.dopecoin.com/
https://coinmarketcap.com/currencies/coindash/,coindash,,https://www.coindash.io/
https://coinmarketcap.com/currencies/gnosis-gno/,gnosis-gno,,https://gnosis.pm/
https://coinmarketcap.com/currencies/unbreakablecoin/,unbreakablecoin,,http://www.unbreakablecoin.com/
https://coinmarketcap.com/currencies/network-token/,network-token,,http://www.networktoken.io/
https://coinmarketcap.com/currencies/gaia/,gaia,,http://gaiaplatform.com/
https://coinmarketcap.com/currencies/ufo-coin/,ufo-coin,https://github.com/UFOCoins/ufo,https://ufocoin.net/
https://coinmarketcap.com/currencies/monster-byte/,monster-byte,,https://monsterbyte.io/
https://coinmarketcap.com/currencies/byteball/,byteball,https://github.com/byteball/byteball,https://byteball.org/
https://coinmarketcap.com/currencies/mavro/,mavro,,http://mavro.org/
https://coinmarketcap.com/currencies/argentum/,argentum,https://github.com/argentumproject,http://www.argentum.io/
https://coinmarketcap.com/currencies/photon/,photon,,
https://coinmarketcap.com/currencies/triggers/,triggers,,https://www.blocksafefoundation.com/
https://coinmarketcap.com/currencies/musiconomi/,musiconomi,https://github.com/Musiconomi,https://musiconomi.com/
https://coinmarketcap.com/currencies/bitmark/,bitmark,https://github.com/project-bitmark/,http://bitmark.io/
https://coinmarketcap.com/currencies/abjcoin/,abjcoin,http://github.com/abjcoinblockchain/abjcoin,https://www.abjcoin.org/
https://coinmarketcap.com/currencies/numeraire/,numeraire,https://github.com/numerai,https://numer.ai/
https://coinmarketcap.com/currencies/stex/,stex,,https://stocks.exchange/ico
https://coinmarketcap.com/currencies/atmos/,atmos,https://github.com/asphyxiating/atmostemp/tree/master/atmos-master,https://novusphere.io/
https://coinmarketcap.com/currencies/bitcoin-gold/,bitcoin-gold,,https://btcgpu.org/
https://coinmarketcap.com/currencies/qora/,qora,https://github.com/Qoracoin/Qora,http://qora.org
https://coinmarketcap.com/currencies/bata/,bata,https://github.com/BTA-BATA/BATA-SOURCE,http://www.bata.io/
https://coinmarketcap.com/currencies/fonziecoin/,fonziecoin,https://github.com/fonziecoin/fonzie/,
https://coinmarketcap.com/currencies/zclassic/,zclassic,https://github.com/z-classic/zclassic,http://zclassic.org/
https://coinmarketcap.com/currencies/benjirolls/,benjirolls,https://github.com/BelligerentFool/BenjiRolls,http://benjirolls.cf/
https://coinmarketcap.com/currencies/kittehcoin/,kittehcoin,https://www.github.com/kittehcoin/kittehcoin,https://kittehcoin.info/
https://coinmarketcap.com/currencies/popularcoin/,popularcoin,https://github.com/Pop-Currency-Foundation/PopularCoin,http://popularcoin.org/
https://coinmarketcap.com/currencies/cryptonex/,cryptonex,https://github.com/Cryptonex,https://cryptonex.org/
https://coinmarketcap.com/currencies/excelcoin/,excelcoin,,https://www.exceltoken.com/
https://coinmarketcap.com/currencies/loopring/,loopring,https://github.com/loopring,https://loopring.org
https://coinmarketcap.com/currencies/batcoin/,batcoin,,
https://coinmarketcap.com/currencies/bowhead/,bowhead,,https://bowheadhealth.com
https://coinmarketcap.com/currencies/emercoin/,emercoin,https://github.com/emercoin/,http://emercoin.com/
https://coinmarketcap.com/currencies/speedcash/,speedcash,,http://www.scash.ml/
https://coinmarketcap.com/currencies/hyper/,hyper,https://github.com/CryptoDatabase/hyper,http://hypercrypto.com/
https://coinmarketcap.com/currencies/student-coin/,student-coin,https://github.com/bitjobteam,https://bitjob.io/
https://coinmarketcap.com/currencies/chainlink/,chainlink,,https://smartcontract.com/
https://coinmarketcap.com/currencies/platinumbar/,platinumbar,https://github.com/xptx/PlatinumBar,http://platinumbar.io
https://coinmarketcap.com/currencies/augur/,augur,https://github.com/AugurProject,http://www.augur.net/
https://coinmarketcap.com/currencies/publica/,publica,https://github.com/PublicaIO/,https://publica.io/
https://coinmarketcap.com/currencies/808coin/,808coin,https://github.com/maxxine/808,http://808bass.space/
https://coinmarketcap.com/currencies/tattoocoin/,tattoocoin,,http://tattoocoin.net/
https://coinmarketcap.com/currencies/ethereum-movie-venture/,ethereum-movie-venture,,http://emovieventure.com/
https://coinmarketcap.com/currencies/kilocoin/,kilocoin,,http://kilocoin.com/
https://coinmarketcap.com/currencies/procurrency/,procurrency,,https://www.procommerce.io/
https://coinmarketcap.com/currencies/bytecent/,bytecent,,http://bytecent.com
https://coinmarketcap.com/currencies/rupaya-old/,rupaya-old,,http://www.rupayacoin.org/
https://coinmarketcap.com/currencies/salt/,salt,,https://www.saltlending.com/
https://coinmarketcap.com/currencies/ride-my-car/,ride-my-car,https://github.com/RideMyCar/RideMyCar-Coin,http://www.ridemycar.net/
https://coinmarketcap.com/currencies/iticoin/,iticoin,https://github.com/sppl/iti,http://iticoin.com/
https://coinmarketcap.com/currencies/buzzcoin/,buzzcoin,https://github.com/buzzcoin-project/BUZZ,http://www.buzzcoin.info/
https://coinmarketcap.com/currencies/taas/,taas,,https://taas.fund/
https://coinmarketcap.com/currencies/bitbay/,bitbay,,http://bitbay.market/
https://coinmarketcap.com/currencies/remicoin/,remicoin,,http://www.remicoin.org/
https://coinmarketcap.com/currencies/bitok/,bitok,https://github.com/bitokproject/bitok,http://bitok.online/
https://coinmarketcap.com/currencies/hush/,hush,https://github.com/MyHush,https://myhush.org/
https://coinmarketcap.com/currencies/futurexe/,futurexe,,https://futurxe.io/
https://coinmarketcap.com/currencies/sphre-air/,sphre-air,,http://www.sphre.co/
https://coinmarketcap.com/currencies/selfiecoin/,selfiecoin,https://github.com/selfiecoin/slfi,
https://coinmarketcap.com/currencies/bowscoin/,bowscoin,https://github.com/bowscoin/bowscoin,
https://coinmarketcap.com/currencies/pura/,pura,https://github.com/PURAcore/,http://www.pura.one/
https://coinmarketcap.com/currencies/foldingcoin/,foldingcoin,https://github.com/FoldingCoinNet,http://www.foldingcoin.net/
https://coinmarketcap.com/currencies/mobilego/,mobilego,,https://mobilego.io/
https://coinmarketcap.com/currencies/rustbits/,rustbits,,https://spacepirate.io/
https://coinmarketcap.com/currencies/joulecoin/,joulecoin,https://github.com/joulecoin/joulecoin,http://www.jouleco.in/
https://coinmarketcap.com/currencies/netcoin/,netcoin,https://github.com/netcoinfoundation/netcoin/releases,http://netcoin.io
https://coinmarketcap.com/currencies/inflationcoin/,inflationcoin,https://github.com/inflationcoin/inflationcoin,http://inflationcoin.org/
https://coinmarketcap.com/currencies/futcoin/,futcoin,https://github.com/Futcoin/Futcoin/,http://fut-coin.com/
https://coinmarketcap.com/currencies/nexium/,nexium,,https://beyond-the-void.net/
https://coinmarketcap.com/currencies/delphy/,delphy,https://github.com/DelphyProject,https://delphy.org/
https://coinmarketcap.com/currencies/plncoin/,plncoin,https://github.com/plncoin/PLNcoin_Core,http://www.plncoin.org/
https://coinmarketcap.com/currencies/pesetacoin/,pesetacoin,https://github.com/FundacionPesetacoin/,http://pesetacoin.info/
https://coinmarketcap.com/currencies/californium/,californium,https://github.com/Californium/Californium,http://www.californium.info/
https://coinmarketcap.com/currencies/gapcoin/,gapcoin,https://github.com/gapcoin,http://gapcoin.org
https://coinmarketcap.com/currencies/sovereign-hero/,sovereign-hero,,http://www.sovereignhero.com/
https://coinmarketcap.com/currencies/ethereum-dark/,ethereum-dark,,https://www.ethereumdark.net/
https://coinmarketcap.com/currencies/litecoin-plus/,litecoin-plus,https://github.com/Crypto-Currency/litecoinplus,http://litecoinplus.co
https://coinmarketcap.com/currencies/eternity/,eternity,https://github.com/eternity-group/eternity,http://ent.eternity-group.org/
https://coinmarketcap.com/currencies/chronologic/,chronologic,https://github.com/chronologic,https://chronologic.network/
https://coinmarketcap.com/currencies/ea-coin/,ea-coin,https://github.com/eacoin-project/,https://www.eacoin.io/
https://coinmarketcap.com/currencies/mindcoin/,mindcoin,https://github.com/MindCoinTeam/MindCoin,http://www.mindcoin.xyz/
https://coinmarketcap.com/currencies/internet-of-people/,internet-of-people,https://github.com/Internet-of-People,http://iop.global/
https://coinmarketcap.com/currencies/blockpool/,blockpool,https://github.com/blockpool-io,https://www.blockpool.io/
https://coinmarketcap.com/currencies/syndicate/,syndicate,https://github.com/SyndicateLtd,http://syndicateltd.net/
https://coinmarketcap.com/currencies/gbcgoldcoin/,gbcgoldcoin,,http://gbcgoldcoin.org/
https://coinmarketcap.com/currencies/opal/,opal,,http://www.opal-coin.com
https://coinmarketcap.com/currencies/sugar-exchange/,sugar-exchange,,http://sugarexchange.io/
https://coinmarketcap.com/currencies/crown/,crown,https://github.com/Crowndev/,http://crown.tech/
https://coinmarketcap.com/currencies/onix/,onix,https://github.com/tubezcan/onixcoin,http://www.onixcoin.com/
https://coinmarketcap.com/currencies/atbcoin/,atbcoin,,https://atbcoin.com/
https://coinmarketcap.com/currencies/paccoin/,paccoin,https://github.com/wmcorless/paccoin/,http://paccoin.net/
https://coinmarketcap.com/currencies/moneycoin/,moneycoin,,http://moneycoin.pw/
https://coinmarketcap.com/currencies/bitcoindark/,bitcoindark,https://github.com/jl777/btcd,http://bitcoindark.com/
https://coinmarketcap.com/currencies/macron/,macron,https://github.com/MacronCoin/Macron,
https://coinmarketcap.com/currencies/sync/,sync,https://github.com/MsCollec/Sync2,http://syncfund.com/index.html
https://coinmarketcap.com/currencies/ripto-bux/,ripto-bux,,http://riptobux.com/
https://coinmarketcap.com/currencies/populous/,populous,https://github.com/bitpopulous,http://populous.co/
https://coinmarketcap.com/currencies/elementrem/,elementrem,https://github.com/elementrem/,http://www.elementrem.org/
https://coinmarketcap.com/currencies/rchain/,rchain,https://github.com/rchain/,https://www.rchain.coop/
https://coinmarketcap.com/currencies/coinonat/,coinonat,https://github.com/coinonat/,http://www.coinonat.org/
https://coinmarketcap.com/currencies/hempcoin/,hempcoin,https://github.com/hempcoin-project/THC,http://hempcoin.org/
https://coinmarketcap.com/currencies/flavorcoin/,flavorcoin,,http://www.flavorcoinradio.com/
https://coinmarketcap.com/currencies/whitecoin/,whitecoin,,http://whitecoin.info/
https://coinmarketcap.com/currencies/the-vegan-initiative/,the-vegan-initiative,https://github.com/theveganinitiative/xve,
https://coinmarketcap.com/currencies/zilbercoin/,zilbercoin,https://github.com/Zilbercoin,http://zilbercoin.space/
https://coinmarketcap.com/currencies/president-trump/,president-trump,,http://trump.2016coin.org/
https://coinmarketcap.com/currencies/secretcoin/,secretcoin,,https://secretcoin.club/
https://coinmarketcap.com/currencies/boostcoin/,boostcoin,https://github.com/mammix2/boostcoin-core,https://bitcointalk.org/index.php?topic=601965.0
https://coinmarketcap.com/currencies/roulettetoken/,roulettetoken,https://github.com/Smartroulette,https://smartplay.tech/
https://coinmarketcap.com/currencies/pillar/,pillar,https://github.com/twentythirty/PillarToken/,https://pillarproject.io/
https://coinmarketcap.com/currencies/vibe/,vibe,https://github.com/amack2u/VibeHub,https://www.vibehub.io/
https://coinmarketcap.com/currencies/blockcat/,blockcat,,https://blockcat.io/
https://coinmarketcap.com/currencies/ethereumcash/,ethereumcash,,https://www.ethereumcash.technology/
https://coinmarketcap.com/currencies/postoken/,postoken,https://github.com/PoSToken,https://postoken.org/
https://coinmarketcap.com/currencies/masternodecoin/,masternodecoin,https://github.com/masternodecoin/masternodecoin,http://www.masternodecoin.org/
https://coinmarketcap.com/currencies/8bit/,8bit,https://bitbucket.org/8bitcoin/8bit/,http://www.8-bit.ga/
https://coinmarketcap.com/currencies/ethereum-classic/,ethereum-classic,https://github.com/ethereumproject,https://ethereumclassic.github.io/
https://coinmarketcap.com/currencies/compcoin/,compcoin,,https://compcoin.com/
https://coinmarketcap.com/currencies/xios/,xios,https://github.com/ButterRose/Xios,http://www.xioscoin.com/
https://coinmarketcap.com/currencies/tao/,tao,https://github.com/taoblockchain/tao-core,http://tao.network/
https://coinmarketcap.com/currencies/binance-coin/,binance-coin,,https://www.binance.com/
https://coinmarketcap.com/currencies/moeda-loyalty-points/,moeda-loyalty-points,https://github.com/moedabank,https://moeda.in/
https://coinmarketcap.com/currencies/royalties/,royalties,https://github.com/Vetro7/RoyaltiesCLI/,https://xry.io/
https://coinmarketcap.com/currencies/mtmgaming/,mtmgaming,,
https://coinmarketcap.com/currencies/printerium/,printerium,https://github.com/Printerium/Printerium-project,http://printerium.info/
https://coinmarketcap.com/currencies/asch/,asch,https://github.com/AschPlatform,http://www.asch.so/
https://coinmarketcap.com/currencies/crtcoin/,crtcoin,,http://crtcoin.com/
https://coinmarketcap.com/currencies/halcyon/,halcyon,https://github.com/ghostlander/Halcyon,http://halcyon.top/
https://coinmarketcap.com/currencies/aeron/,aeron,https://github.com/aeronaero/aeron,https://aeron.aero/
https://coinmarketcap.com/currencies/tether/,tether,,https://tether.to
https://coinmarketcap.com/currencies/bitz/,bitz,https://github.com/MOJOv3/mojocoin,https://bitz.biz/
https://coinmarketcap.com/currencies/zsecoin/,zsecoin,,https://zsecoin.com/
https://coinmarketcap.com/currencies/marxcoin/,marxcoin,https://github.com/MARXCOIN01/MARX,https://www.marxcoin.com/
https://coinmarketcap.com/currencies/eltc/,eltc,,http://www.eltc.io/
https://coinmarketcap.com/currencies/cubits/,cubits,https://github.com/scificrypto/CubitsV3,http://qbt.scificrypto.info/
https://coinmarketcap.com/currencies/huncoin/,huncoin,https://github.com/huncoin/,http://huncoin.org/
https://coinmarketcap.com/currencies/humaniq/,humaniq,https://github.com/humaniq,https://humaniq.co/
https://coinmarketcap.com/currencies/neo-gold/,neo-gold,,https://neo-gold.com/
https://coinmarketcap.com/currencies/abncoin/,abncoin,,https://aviabitcoin.com/
https://coinmarketcap.com/currencies/usde/,usde,https://github.com/usde-project/USDE,http://usde.co/
https://coinmarketcap.com/currencies/tigercoin/,tigercoin,https://github.com/tigercoin/tigercoin,http://tigercoin.wordpress.com
https://coinmarketcap.com/currencies/linx/,linx,https://github.com/linX-project,https://mylinx.io/
https://coinmarketcap.com/currencies/influxcoin/,influxcoin,https://github.com/chainworksindustries/influx/,http://influxcoin.xyz/
https://coinmarketcap.com/currencies/wings/,wings,,https://wings.ai/
https://coinmarketcap.com/currencies/district0x/,district0x,https://github.com/district0x,https://district0x.io/
https://coinmarketcap.com/currencies/bitcoin-red/,bitcoin-red,,http://www.bitcoinred.io/
https://coinmarketcap.com/currencies/zencash/,zencash,https://github.com/ZencashOfficial,https://zensystem.io/
https://coinmarketcap.com/currencies/ellaism/,ellaism,https://github.com/ellaism,https://ellaism.com/
https://coinmarketcap.com/currencies/intelligent-trading-tech/,intelligent-trading-tech,http://github.com/IntelligentTrading,http://intelligenttrading.org/
https://coinmarketcap.com/currencies/piplcoin/,piplcoin,,https://piplcoin.com/
https://coinmarketcap.com/currencies/egold/,egold,,https://egoldtoken.org/
https://coinmarketcap.com/currencies/b2bx/,b2bx,,https://www.b2bx.pro/
https://coinmarketcap.com/currencies/independent-money-system/,independent-money-system,https://github.com/independentmoneysystem/IMSCoin,http://independentmoneysystem.com/
https://coinmarketcap.com/currencies/snakeeyes/,snakeeyes,,
https://coinmarketcap.com/currencies/electra/,electra,https://github.com/electra01/Electra,https://electraproject.org/
https://coinmarketcap.com/currencies/2give/,2give,,https://2give.info/
https://coinmarketcap.com/currencies/impact/,impact,https://github.com/Impactcoin/IMX/,http://impact-coin.com/
https://coinmarketcap.com/currencies/metalcoin/,metalcoin,https://github.com/Metalde/MetalCoin,http://www.metalmoshpit.com/
https://coinmarketcap.com/currencies/ponzicoin/,ponzicoin,,
https://coinmarketcap.com/currencies/exrnchain/,exrnchain,,https://exrnchain.com/
https://coinmarketcap.com/currencies/metal-music-coin/,metal-music-coin,https://github.com/metalmusiccoin/MTLMCV3,http://metalmusiccoin.pw/
https://coinmarketcap.com/currencies/sterlingcoin/,sterlingcoin,https://github.com/Sterlingcoin/,http://sterlingcoin.org/
https://coinmarketcap.com/currencies/ico-openledger/,ico-openledger,,https://icoo.io/
https://coinmarketcap.com/currencies/artex-coin/,artex-coin,,http://www.atxcoin.org/
https://coinmarketcap.com/currencies/magnetcoin/,magnetcoin,https://github.com/magnetcoindev/MagnetCoin,https://magnetcoin.net/
https://coinmarketcap.com/currencies/goldunioncoin/,goldunioncoin,,http://www.goldunioncoin.org/
https://coinmarketcap.com/currencies/techshares/,techshares,,http://www.techsharescommunity.com/
https://coinmarketcap.com/currencies/roofs/,roofs,https://github.com/roofsdev/roofs,https://www.roofs.business/
https://coinmarketcap.com/currencies/digitalcoin/,digitalcoin,https://github.com/DGCDev/digitalcoin,http://digitalcoin.co
https://coinmarketcap.com/currencies/dimecoin/,dimecoin,https://github.com/dimecoinproject/dimecoin,http://www.dimecoin.rocks/
https://coinmarketcap.com/currencies/starta/,starta,,https://startaico.com/
https://coinmarketcap.com/currencies/smartcash/,smartcash,,https://smartcash.cc/
https://coinmarketcap.com/currencies/fapcoin/,fapcoin,,http://fapcoin.io/
https://coinmarketcap.com/currencies/ethereum-gold/,ethereum-gold,,https://www.ethereumgold.info/
https://coinmarketcap.com/currencies/caliphcoin/,caliphcoin,,http://caliphcoin.eu/
https://coinmarketcap.com/currencies/linkedcoin/,linkedcoin,,https://www.linkedcoin.com/
https://coinmarketcap.com/currencies/aerium/,aerium,https://github.com/aeriumcoin/,
https://coinmarketcap.com/currencies/pure/,pure,https://github.com/puredev321/pure,https://purealt.org/
https://coinmarketcap.com/currencies/senderon/,senderon,,https://www.senderon.org/
https://coinmarketcap.com/currencies/insanecoin-insn/,insanecoin-insn,https://github.com/CryptoCoderz/INSN,http://www.insanecoin.com
https://coinmarketcap.com/currencies/noblecoin/,noblecoin,,https://www.noblemovement.com
https://coinmarketcap.com/currencies/mantracoin/,mantracoin,https://github.com/mantra2017/mantracoin,https://mantracoin.org/
https://coinmarketcap.com/currencies/soilcoin/,soilcoin,https://github.com/Soilcoin/SOILsafe/,http://soilcoin.xyz/
https://coinmarketcap.com/currencies/cartaxi-token/,cartaxi-token,https://github.com/CarTaxiico,https://cartaxi.io/
https://coinmarketcap.com/currencies/bitdeal/,bitdeal,,https://bitdeal.co.in/
https://coinmarketcap.com/currencies/bitcoal/,bitcoal,https://github.com/bitcoal/bitcoal,http://getbitcoal.org/
https://coinmarketcap.com/currencies/groestlcoin/,groestlcoin,https://github.com/Groestlcoin,http://www.groestlcoin.org/
https://coinmarketcap.com/currencies/magnet/,magnet,https://github.com/magnetwork/magnet,http://magnetwork.io/
https://coinmarketcap.com/currencies/satoshimadness/,satoshimadness,https://github.com/playpossat/blocksattime,
https://coinmarketcap.com/currencies/shield-xsh/,shield-xsh,https://github.com/ShieldCoin,https://shieldcurrency.com/
https://coinmarketcap.com/currencies/genstake/,genstake,,http://www.g3n.info/
https://coinmarketcap.com/currencies/ganjacoin/,ganjacoin,,https://www.ganjacoinpro.com/
https://coinmarketcap.com/currencies/cagecoin/,cagecoin,,http://cagecoin.net
https://coinmarketcap.com/currencies/teslacoin/,teslacoin,https://github.com/TeslacoinFoundation/Teslacoin-v.3.3,http://tesla-coin.com/
https://coinmarketcap.com/currencies/raiden-network-token/,raiden-network-token,https://github.com/raiden-network/raiden/,https://raiden.network/
https://coinmarketcap.com/currencies/evil-coin/,evil-coin,https://github.com/coins4lunch/EvilCoin,http://evilcoin.xyz/
https://coinmarketcap.com/currencies/pluton/,pluton,,https://plutus.it/
https://coinmarketcap.com/currencies/fantomcoin/,fantomcoin,https://github.com/amphibia/fantomcoin,http://fantomcoin.org/
https://coinmarketcap.com/currencies/decision-token/,decision-token,https://github.com/HorizonState/token-sale,https://horizonstate.com/
https://coinmarketcap.com/currencies/darsek/,darsek,,http://ked.scificrypto.info/
https://coinmarketcap.com/currencies/incent/,incent,,https://www.incentloyalty.com/
https://coinmarketcap.com/currencies/orbitcoin/,orbitcoin,https://github.com/Orbitcoin,http://orbitcoin.org/
https://coinmarketcap.com/currencies/debitcoin/,debitcoin,https://github.com/Debitcoin,https://debitcoin.xyz/
https://coinmarketcap.com/currencies/oceanlab/,oceanlab,,https://www.oceanlab.eu/
https://coinmarketcap.com/currencies/creditbit/,creditbit,,https://www.creditbit.org/
https://coinmarketcap.com/currencies/minereum/,minereum,,https://www.minereum.com/
https://coinmarketcap.com/currencies/wavesgo/,wavesgo,,http://www.wavesgo.com/wgo.html
https://coinmarketcap.com/currencies/inpay/,inpay,,https://inpay.tech/
https://coinmarketcap.com/currencies/levoplus/,levoplus,https://github.com/levoplus/,http://levoplus.com/
https://coinmarketcap.com/currencies/swapcoin/,swapcoin,,https://swapity.io/
https://coinmarketcap.com/currencies/linda/,linda,https://github.com/Lindacoin/Linda/,http://lindacoin.com/
https://coinmarketcap.com/currencies/energo/,energo,,http://www.energolabs.com/
https://coinmarketcap.com/currencies/cryptoescudo/,cryptoescudo,,http://www.cryptoescudo.org/
https://coinmarketcap.com/currencies/virta-unique-coin/,virta-unique-coin,https://github.com/virtauniquecoin/virtauniquecoin-master,http://www.virtauniquecoin.com/
https://coinmarketcap.com/currencies/kibicoin/,kibicoin,https://github.com/KibiCoin/kibicoin,http://www.kibicoin.org/
https://coinmarketcap.com/currencies/growers-international/,growers-international,https://github.com/growersintl,http://growersintl.com/coin/
https://coinmarketcap.com/currencies/unikoin-gold/,unikoin-gold,https://github.com/unikoingold/,https://unikrn.com/
https://coinmarketcap.com/currencies/copico/,copico,https://github.com/copicogithub1/copico,http://www.copico.io/
https://coinmarketcap.com/currencies/runners/,runners,,https://runners.cash/
https://coinmarketcap.com/currencies/starcash-network/,starcash-network,https://github.com/cybernetik7/StarCash-Network-2.0,http://starcash.co/
https://coinmarketcap.com/currencies/bitcoin-unlimited/,bitcoin-unlimited,,https://www.bitcoinunlimited.info/
https://coinmarketcap.com/currencies/ardor/,ardor,https://bitbucket.org/Jelurida/ardor/downloads/,https://www.ardorplatform.org/
https://coinmarketcap.com/currencies/anarchistsprime/,anarchistsprime,https://github.com/AnarchistsPrime/Acp2,http://www.anarchistsprime.info/
https://coinmarketcap.com/currencies/goldblocks/,goldblocks,https://github.com/goldblockscoin/goldblocks,http://goldblocks.eu/
https://coinmarketcap.com/currencies/monacocoin/,monacocoin,,http://www.monacocoin.net/
https://coinmarketcap.com/currencies/ebtc/,ebtc,https://github.com/eBTCCommunityTrustToken,http://www.ebtctoken.org/
https://coinmarketcap.com/currencies/goldpieces/,goldpieces,,http://goldpieces.net/
https://coinmarketcap.com/currencies/attention-token-of-media/,attention-token-of-media,,https://www.atmchain.io/
https://coinmarketcap.com/currencies/sonm/,sonm,,https://sonm.io/
https://coinmarketcap.com/currencies/litecoin/,litecoin,https://github.com/litecoin-project/litecoin,https://litecoin.com
https://coinmarketcap.com/currencies/lampix/,lampix,,https://www.lampix.co/
https://coinmarketcap.com/currencies/bolenum/,bolenum,https://github.com/Bolenum/Boleno,http://bolenum.com/
https://coinmarketcap.com/currencies/authorship/,authorship,,http://authorship.com/
https://coinmarketcap.com/currencies/msd/,msd,,https://mymsdspace.com/
https://coinmarketcap.com/currencies/transfercoin/,transfercoin,https://github.com/transferdev/Transfercoin/,http://txproject.io/
https://coinmarketcap.com/currencies/bigup/,bigup,https://github.com/BigUps/,http://bigup.club/
https://coinmarketcap.com/currencies/autonio/,autonio,,https://auton.io/
https://coinmarketcap.com/currencies/novacoin/,novacoin,https://github.com/novacoin-project/novacoin,http://novacoin.org
https://coinmarketcap.com/currencies/revolvercoin/,revolvercoin,https://github.com/RevolverCoin/revolvercoin,http://revolvercoin.org/
https://coinmarketcap.com/currencies/condensate/,condensate,,http://condensate.co
https://coinmarketcap.com/currencies/paypeer/,paypeer,https://github.com/paypeer/paypeer,http://www.paypeer.pw/
https://coinmarketcap.com/currencies/nxt/,nxt,https://bitbucket.org/JeanLucPicard/nxt/src,https://nxt.org/
https://coinmarketcap.com/currencies/save-and-gain/,save-and-gain,,http://coinaid.co.uk/
https://coinmarketcap.com/currencies/cybcsec/,cybcsec,,https://cybcsec.com/
https://coinmarketcap.com/currencies/dashcoin/,dashcoin,https://github.com/papaLazzarou/dashcoin,http://dashcoin.info/
https://coinmarketcap.com/currencies/pizzacoin/,pizzacoin,,http://pizzacoin.net/
https://coinmarketcap.com/currencies/300-token/,300-token,,http://300tokensparta.com/
